,IP,ASN
15814,12.147.149.0,CB-MAIN-INTERNET - City Bank
15816,12.147.151.0,FERRIS-MFG-CORP - Ferris MFG Corp
15849,12.149.8.0,"JONES-APPAREL-GROUP-INC - Jones Apparel Group, Inc."
15866,12.150.44.0,JACKSON - JACKSON NATIONAL LIFE INSURANCE CO.
15886,12.150.198.0,"KCPA1 - The Raymond F. Kravis Center for the Performing Arts, Inc."
15910,12.151.188.0,NTR-METALS---DALLAS - NTR Metals
15924,12.152.19.0,LENDINGTREE - LENDING TREE
15928,12.152.75.0,ASN-RICHLINE-FL - Richline Group Inc
15954,12.152.228.0,CVPHMC - CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CENTER
15960,12.153.3.0,VIC - VIRTUAL INTERACTIVE CENTER
15964,12.153.31.0,GCO-HQ - GENESCO INC
15995,12.154.96.0,"PARTS123 - Connect Marketing, Inc."
15997,12.154.100.0,B-F - Brown-Forman Corporation
16005,12.154.156.0,MARKET-STRATEGIES-INTERNATIONAL - MARKET STRATEGIES
16024,12.155.208.0,"EMERSON-RETAIL-SERVICES - Emerson Climate Technologies Retail Solutions, Inc."
16026,12.155.228.0,PACSUN - Pacific Sunwear of California
16030,12.156.49.0,"SUN-COAST-RESOURCES - SUN COAST RESOURCES, INC"
16034,12.156.158.0,FREEMAN-HEALTH - Freeman Health System
16038,12.156.193.0,APHA-DC-1 - AMERICAN PUBLIC HEALTH ASSOCIATION
16042,12.156.222.0,LIONAPPAREL - LION APPAREL
16044,12.157.36.0,VIEGA-NA - Viega LLC
16046,12.157.74.0,"BFS-49-54940 - Broadridge Financial Solutions, Inc."
16052,12.157.124.0,WWW-THESEAM - Plains Cotton Cooperative Association
16062,12.158.148.0,"AS-EFAST2-LAW - General Dynamics Information Technology, Inc."
16066,12.158.186.0,"MARTEN-TRANSPORT-LTD - Marten Transport, Ltd."
16076,12.159.167.0,"GDIT-HCSD-ASPOPS - General Dynamics Information Technology, Inc."
16096,12.160.139.0,MAI-CRO - MAI
16106,12.161.74.0,AUSTIN - ShoreTel Inc.
16108,12.161.79.0,OECU-BGP1 - Oklahoma Employees Credit Union
16161,12.162.203.0,ARROWHEADGENERAL-SD1 - Arrowhead General Insurance Agency
16190,12.164.22.0,PADSUN - The Paducah Sun
16194,12.164.113.0,"RX30-COM - Transaction Data Systems, Inc."
16196,12.164.174.0,AS-CCI1 - Central Coast Internet
16221,12.166.28.0,"AS-HYT - Torrent Technologies, Inc."
16229,12.166.60.0,NAVICENT - NAVICENT HEALTH
16233,12.166.109.0,"GG-SUGARSHACK - SUGAR SHACK, LLC"
16272,12.167.104.0,"GW-TECHNOLOGY-US - Groupware Technology, Inc."
16282,12.167.145.0,"DFMC - Delmarva Foundation for Medical Care, Inc."
16297,12.168.121.0,CARILION-HEALTH-SYSTEM - CARILION HEALTH SYSTEM
16308,12.168.200.0,DDRCORP - DDR Corp.
16312,12.168.217.0,ARROW-INTERNATIONAL - Arrow International Inc.
16326,12.169.112.0,OGDEN-N - Ogden Newspapers Inc
16328,12.169.164.0,GLACIER-BANCORP-INC - GLACIER BANCORP INC
16340,12.171.8.0,"SG2-ASN - SG-2, LLC"
16387,12.172.100.0,AS396907
16417,12.173.227.0,CITYOFLEXINGTON - CITY OF LEXINGTON
16419,12.173.235.0,PUBLIC-SERVICE-MUTUAL-COMPANY-AS - PUBLIC SERVICE MUTUAL COMPANY
16434,12.174.210.0,MOTEMARINELAB - Mote Marine Laboratory
16440,12.175.11.0,FISERV-MADISON - CheckFree Corporation
16442,12.175.18.0,WOW-LOGISTICS-A - WOW Logistics Company
16448,12.175.142.0,NEILMEDAS - Neil Medical Group
16462,12.176.90.0,NKTR-AS01 - Nektar Therapeutics
16470,12.176.230.0,EDELMANAS-CHI - Edelman Public Relat
16471,12.176.232.0,BRYANTBANK - BRYANT BANK
16482,12.177.26.0,WESTERNCARRIERS-CA - Western Carriers Inc.
16503,12.178.51.0,TURLOCK-IRRIGATION-DISTICT - Turlock Irrigation District
16510,12.178.91.0,"HLJ-AS-001 - Hunt Leibert Jacobson, P.C."
16514,12.178.122.0,"OTS - Open Technology Solutions, LLC"
16518,12.178.149.0,"SOUTH-PLAINS-ELECTRIC-COOP - South Plains Electric Cooperative, Inc."
16551,12.180.175.0,RUNZNET - RUNZHEIMER INTERNATIONAL
16557,12.180.218.0,"KNRY-11357 - Kinray, Inc."
16584,12.181.91.0,"LEGACY - LEGACY MARKETING PARTNERS, L.L.C."
16593,12.181.141.0,JOHNS-122 - Johns Hopkins HealthCare
16595,12.181.161.0,WPS-1765DC - Wisconsin Physcians Service Insurance Corp.
16614,12.182.112.0,"NOROC - NOROC BROADBAND, LLC"
16647,12.183.182.0,CCCR-AS - Cache Creek Casino Resort
16659,12.184.248.0,VISTA-BANK - Vista Bank
16675,12.185.233.0,"AS-OLP - Torrent Technologies, Inc."
16677,12.186.50.0,AS-MAXOR - Maxor Pharmacies
16679,12.186.152.0,CWI-FNG-ASN - Florida's Natural Growers
16713,12.187.251.0,CEG - Citizens Energy Group
16730,12.188.170.0,"WPPUSA - WPP Group USA, Inc."
16742,12.188.250.0,"JFG-RACINE-ASN - Johnson Financial Group, Inc."
16743,12.188.251.0,"LEEPFROG - Leepfrog Technologies, Inc."
16745,12.188.253.0,OEC-OSH - OEC Graphics
16749,12.189.69.0,TOPCO - Topco Associates LLC
16763,12.189.172.0,"SCCI-1000 - Spectrum Communications & Consulting, Inc."
16784,12.190.159.0,"AACAC-CORPASN - Advance America Cash Advance Centers, Inc."
16794,12.191.53.0,QLA-DIA - CAVALIERS OPERATING CO LLC.
16807,12.192.3.0,"TMG-181 - THE MARMON GROUP, LLC"
16811,12.192.11.0,TRG1301 - THE ROYAL GROUP
16818,12.192.150.0,"MGE - MADISON GAS AND ELECTRIC FOUNDATION, INC."
16828,12.193.31.0,FORSYTHE01 - Forsythe Technology
16842,12.193.174.0,TEXAS-RANGERS - Rangers Baseball LLC
16867,12.195.15.0,GLAUKOS - Glaukos Corporation
16879,12.196.26.0,"APPTIS-HQ-ASN1 - Apptis, Inc."
16883,12.196.114.0,"YETI-COOLERS - YETI Coolers, LLC"
16887,12.196.121.0,CLOUDGENIX-PEER - CloudGenix
16889,12.196.139.0,PBA4103-AS - Peoples Bank of Alabama
16893,12.197.83.0,"SCRPRO-001 - The Screening Pros, LLC"
16901,12.197.205.0,"AH4R-A - American Homes 4 Rent, LP"
16903,12.197.208.0,HPCC - Hollywood Park Casino
16912,12.198.88.0,"AIRLIANCE - AirLiance Materials, LLC"
16928,12.198.255.0,"HCPL-AS - HALL CAPITAL PARTNERS, LLC"
16935,12.199.47.0,EXPERIENT-INC - Experient Inc.
16942,12.199.232.0,MERCER-TRANSPORTATION - Mercer Transportation Inc.
16969,12.201.82.0,GLIDEWELL - James R. Glidewell Dental Ceramics Inc.
16971,12.201.84.0,MHSC-BGP-ASN - Methodist Hospital of Southern California
16973,12.201.115.0,KLWINES - BBCK ENTERPRISES
16977,12.201.150.0,SUNCAST - SUNCAST Corporation
16985,12.202.103.0,"MAG-TEK - MAG-TEK, INC."
16989,12.202.167.0,"FAIRWAY-DUNCAN-DC - Fairway Outdoor Advertising, LLC"
16993,12.202.187.0,NMF4L-1500 - Nugget Market
17003,12.203.53.0,GWBPC-ASN-BGP - THE GEORGE W. BUSH FOUNDATION
17011,12.203.114.0,ASDUWLT - DELOITTE SERVICES - SLTC
17017,12.203.160.0,CDP - CUSTOM DATA PROCESSING
17023,12.204.54.0,"COMETC1 - Communications Etc., Inc."
17025,12.204.59.0,LEGACY-OKC-ASN - Legacy
17077,12.205.155.0,"DRIHQ - Directions Research, Inc."
17079,12.205.165.0,ASN-ROVHIL - Rust-Oleum Corporation
17081,12.205.211.0,UL - Underwriters Laboratories
17088,12.206.1.0,GROSV - Grosvenor Capital Management L.P.
17107,12.206.213.0,HP-ASN - The Herald-Palladium
17109,12.206.215.0,HIPCS-DALLAS-SERVER-OFFICE - AT&T Internet Services
17111,12.206.217.0,"ACTIONTEC - ACTIONTEC ELECTRONICS, INC."
17115,12.207.199.0,"FIVEPRIME-NET - FIVE PRIME THERAPEUTICS, INC"
17117,12.208.11.0,SFFEDCU - San Francisco Federal Credit Union
17156,12.216.211.0,DVAX-US - Dynavax Technologies Corporation
17158,12.216.216.0,"FRD-ASN - DRS Technologies, Inc."
17197,12.219.55.0,GREENPATH - GreenPath Inc
17211,12.220.113.0,TBC8501 - Texas Book Company
17216,12.221.65.0,HMNMH - Henry Mayo Newhall Memorial Hospital
17235,12.222.170.0,KDMC1 - Kings Daughters Medical Center
17251,12.226.91.0,SEQUO-AS - Sequoia Capital
17262,12.227.48.0,"DB-ASN - DIRECTBYTES, LLC"
17324,12.227.184.0,WEBTER-BANK - Webster Bank
17325,12.227.185.0,WEBSTER-BANK - Webster Bank
17335,12.228.146.0,ANB-WF - American National Bank
17357,12.229.171.0,TPW-ASN1 - THE PACKAGING WHOLESALERS
17367,12.230.83.0,LSR-LLP - Labaton Sucharow LLP
17371,12.230.255.0,HARMONSOLUTIONSGROUP - Harmon Solutions Group
17375,12.231.58.0,CAISO-NET-BLK - CALIFORNIA ISO
17377,12.231.69.0,"EMANUEL-MEDICAL-CENTER - EMANUEL MEDICAL CENTER, INC"
17389,12.231.167.0,"NSO - NETSOURCE ONE, INC"
17391,12.231.205.0,"STERLING - Sterling Fund Management, LLC"
17392,12.231.206.0,MHOLLAND - M. Holland Company
17398,12.232.14.0,SHS-AS-1 - Sparrow Health System
17402,12.232.28.0,"KCI - Kinetic Concepts, Inc."
17408,12.233.26.0,ANESTHESIALLC - ANESTHESIA BUSINESS CONSULTANTS LLC
17417,12.233.151.0,INTERACTIVE-BROKERS-GOP - Interactive Brokers LLC
17436,12.236.4.0,"THE-BROOKFIELD-GROUP - The Brookfield Group, LLC."
17438,12.236.29.0,PHPC-ASN - PARTNERSHIP HEALTH PLAN OF CALIF
17451,12.236.226.0,SPECTRA-LABORATORIES-EAST - Spectra Laboratories
17453,12.236.229.0,ALLIANT-AS01 - Alliant Managed Services
17461,12.237.43.0,"STERNE - Sterne, Agee & Leach, Inc."
17463,12.237.65.0,"LTCP-AS2013 - Long Term Care Partners, LLC"
17465,12.237.68.0,"SSF-12-6-198-0 - Sungard Securities Finance, Inc."
17467,12.237.103.0,LCU-NET - Lubbock Christian University
17469,12.237.129.0,ULLIC-SS - Ullico Inc
17471,12.237.146.0,SPECTRA-LABORATORIES - Spectra Laboratories
17475,12.237.180.0,"TEXAS-GAS-TRANSMISSION - TEXAS GAS TRANSMISSION, LLC"
17477,12.237.196.0,CSEINS-AS - CSE SAFEGUARD INSURANCE COMPANY
17483,12.238.96.0,"PDI-HQ-INET - Premier Designs, Inc"
17661,13.7.196.0,PARC-ASN - Palo Alto Research Center Incorporated
17678,13.15.128.0,XEROX-WB - XEROX CORPORATION
17680,13.17.0.0,XEROX-WV - XEROX CORPORATION
18264,14.1.102.0,SEBAIT-AS-AP SEBA IT
18535,14.39.213.0,AS55602
18569,14.49.14.0,AS46006
18752,14.63.21.0,ERX-NURI-ASN I.Net Technologies Inc.
18933,14.102.158.0,MOBIUS-CN 1065-A Zhaojiabang Road
18953,14.102.226.0,OBOPAYNET-IN Obopay Mobile Technology India Pvt Ltd
18998,14.128.7.0,MFAT-NET-NZ 195 Lambton Quay
21949,15.73.0.0,HP-BCRS-ALPHARETTA-GA - Hewlett-Packard Company
21965,15.90.167.0,CPQ-CXO-IOMC - Hewlett-Packard Company
22000,15.133.64.0,HP-EUROPE-AS Hewlett Packard Europe S.A.S.
22055,15.184.108.0,HP-CLOUD-SERVICES - Hewlett-Packard Company
22106,15.212.156.0,OPENNET-SA AT&T OpenNet-Service-AS
22154,15.244.180.0,CPQ-ALF-IOMC - Hewlett-Packard Company
22161,15.249.128.0,HP-DIGITAL-10782 - Hewlett-Packard Company
22170,16.105.112.0,FAST-PATH-E AT&T Fast Path Backbone E
23540,20.155.32.0,ASN-CSC-
23545,20.156.100.0,CSC-AS-HKG CSC Australia Pty Ltd
24289,23.29.54.0,DATACENTER-MANAGEMENT-SYSTEMS-INC - DMS
24302,23.29.83.0,MOBIUS-COMMUNICATIONS-NE - HEMINGFORD TELEPHONE
26413,23.92.144.0,POPMALL-GROUP - 8429812 CANADA INC.
26798,23.129.64.0,EMERALD-ONION - Emerald Onion
26802,23.129.128.0,RHYS
26827,23.131.96.0,"LAWTONIS - Lawton Information Services, LLC"
26829,23.131.128.0,WISE-ASN-01 - WiseBroadband
26851,23.133.32.0,"ENPT-I-15 - enfoPoint, LLC"
26859,23.134.0.0,DCE911 - Decatur County E911 Board
26861,23.134.32.0,AS396879
26866,23.134.193.0,NOLA-BROADBAND-INC - NOLA BROADBAND INC
26870,23.135.64.0,3CI-CRYSTAL-BEACH - 3rd Coast Internet
26884,23.137.0.0,"MICROCOM - Microcom Informatique, Inc."
26886,23.137.64.0,ELMDC - Elm Datacenter LLC
26890,23.137.128.0,PRO-NET - PRO-NET INC.
26911,23.139.128.0,CSI160 - Commission Scolaire des Iles
26919,23.140.0.0,BPC-76-AS - Bluewater Power Corporation
26923,23.140.128.0,PLUSLINE-CORP - PLUS.LINE CORP.
26927,23.141.0.0,KLXAS - KLX Aerospace Solutions
26929,23.141.64.0,"EMH - Ephraim McDowell Health, Inc."
26945,23.144.64.0,BASTYR-UNIVERSITY - Bastyr University
26947,23.144.192.0,GEI-NET - John Hagee Ministries
26963,23.147.64.0,FORKSYSTEMS - FORK SYSTEMS
26965,23.147.128.0,XAPTUM - Xaptum Corporation
26972,23.148.128.0,GDBL-ASN - Generic dot Business Ltd.
26976,23.149.64.0,"MX2TECH - MX2 Technology, Inc"
26980,23.149.192.0,SCHWARTZNET - Schwartz Networks Limited Liability Company
26982,23.150.0.0,CRAVETECHNOLOGIESLTD - Crave Technologies Ltd.
26999,23.152.64.0,"MIMCOM - Mimbres Communications, LLC"
27003,23.152.192.0,RICHMOND-IX-TRANSIT - Richmond-IX Corporation
27005,23.153.128.0,ALKERON - Alkeron Multimedia Inc.
27010,23.154.128.0,TARIDIUM-CANADA - Taridium Canada
27012,23.154.192.0,NIAGARA-DC-610 - 1923327 ONTARIO INC
27021,23.155.192.0,"AS31894 - Spectero, Inc."
27025,23.156.192.0,GPIEX - GPIEX INC
27027,23.157.0.0,BROADVALLEY - Broad Valley Micro Fiber Networks
27053,23.161.128.0,FSO-ASN - Fresno County Sheriff's Office
27055,23.161.192.0,ISPNET - ISPNET Communications LLC
27059,23.162.64.0,DREYFOUS - DREYFOUS & ASSOCIATES
27061,23.162.192.0,"CULTRONSL-AS - Cultro Network Services, LLC"
27067,23.163.128.0,"AS-NGEN - NGEN Networks, LLC"
27075,23.164.192.0,USITEK-AS - US ITEK Incorporated
27091,23.167.64.0,EHS-01 - Edgar HighSpeed Inc.
27103,23.169.192.0,"LWS-01 - LAW Wireless, LLC"
27105,23.170.0.0,LOLAWIRELESS - Lola Wireless
27111,23.170.192.0,AFFINITYTS - Affinity Technology Solutions LLC
27113,23.171.128.0,MOCTEL - MocTel
27119,23.173.0.0,COMFEDCU - Communication Federal Credit Union
27129,23.175.0.0,JCOLO - JeffColo
27135,23.176.0.0,SYSLIFELINE - System Lifeline Inc.
27137,23.176.128.0,PRIMARY - Commonwealth Data LLC
27154,23.178.128.0,AS-ACCESSLA - ACCESS SERVICES
27159,23.179.128.0,DSTIP - DSTIP Networks LLC
27161,23.179.192.0,"BTIL-ASN1 - Blackburn Technologies II, LLC"
27187,23.184.0.0,CPA-AS1 - Canaveral Port Authority
27193,23.185.128.0,"MAYAVIRTUAL - Maya Virtual, Inc."
27203,23.186.192.0,HENICO - Henico Inc
27205,23.187.0.0,VC-AS-01 - Vertical Computers
27218,23.189.64.0,"ECHO-ATL1 - Echo Technologies, LLC"
27220,23.189.192.0,SPECTRAPLUS - Spectra+
27226,23.191.0.0,ARXWEB - Arx Technologies
27228,23.191.64.0,AS64276
28729,23.227.28.0,LEAF-GROUP-LTD - Leaf Group Ltd.
28746,23.227.47.0,"SHOPIFYASN1 - Shopify, Inc."
28761,23.227.62.0,"SHOPIFYASN2 - Shopify, Inc."
29022,23.234.47.0,"SH2206-AP UNIT A17,9/F SILVERCORP INT'L TOWER 707-713 NATHAN RD"
29140,23.236.16.0,DIAMONDNET - Sallisaw Municipal Authority
29664,23.249.15.0,"CENTRETECH-AS-1 - Centre Technologies, Inc."
29680,23.249.94.0,AXIOM-TECH - Axiom Technologies LLC
29836,23.252.15.0,US-CLOUD-TX - SoftCom America Inc.
29861,23.252.95.0,ZETA-SACRAMENTO - Zeta Broadband
29872,23.252.128.0,B-U-C - Barbourville Utility Commission
30064,24.31.28.0,FAMILY-VIEW - FamilyView Cablevision
30276,24.38.88.0,TRITE-7 - Tritech Communications Inc.
30289,24.38.125.0,"HLC-496 - Huntington Mark, LLC"
30296,24.38.160.0,FULL-CHANNEL - Full Channel Inc.
30336,24.41.96.0,FASTABLE - Fastable Network Inc
30648,24.50.143.0,SEMO-COM - Semo Communications Inc
30734,24.51.171.0,"ZITOMSE - Zito Media, L.P."
30779,24.52.124.0,MWT - Midwest Tape
30781,24.52.126.0,"HCREIT - Health Care REIT, Inc."
30782,24.52.127.0,THE-TOLEDO-BLADE-COMPANY - THE TOLEDO BLADE COMPANY
31005,24.56.135.0,"SMART-CITY-TACC - Smart City Networks, L.P."
31020,24.56.172.0,"SMART-CITY-HICC - Smart City Networks, L.P."
31475,24.73.102.0,"DATAGLYPHICS - DataGlyphics, Inc."
31505,24.75.43.0,NOVAC-AS - NOVA CASUALTY COMPANY
31534,24.75.137.0,THE-MARTIN-AGENCY-HQ - THE MARTIN AGENCY
31538,24.75.144.0,"CABLEVISION-OF-MARION-COUNTY - Cablevision of Marion County, LLC"
31543,24.75.204.0,"SMART-CITY-SLCC - Smart City Networks, L.P."
31988,24.97.71.0,GUTHRIE-HEALTHCARE-SYSTEMS - Guthrie Healthcare System
32104,24.104.43.0,"DMG-385 - Diversified Media Group, LLC."
32209,24.106.95.0,SCHAEFFERS-INVESTMENT-RESEARCH - Schaeffer's Investment Research
32224,24.106.237.0,JEGS-HIGH-PERFORMANCE-ASN - JEGS
33483,24.139.169.0,XAPIENS - Xapiens Corporation
33645,24.143.93.0,WAVE-CABLE - Wave Broadband
33806,24.153.204.0,TX-TCU - texanscu
33978,24.159.216.0,RPS-AS - Rochester Public Schools
34118,24.172.240.0,LANDRU-CIN - Landrum & Brown
34478,24.204.138.0,NETWORKIP - Network IP
34617,24.213.63.0,AS62790
34828,24.223.68.0,HORIZONTELCOM - Horizon Telcom Inc.
34917,24.224.234.0,SJ-HQ-NLESD - Newfoundland & Labrador English School District
35121,24.231.112.0,FLORI-18 - FLORIDA CABLE INC.
35153,24.233.95.0,ASN-BELD - Braintree Electric Light Dept.
35219,24.235.9.0,"SOFTETHER-AMERICA - SoftEther Telecommunication Research Institute, LLC"
35303,24.240.127.0,MICHAELSENERGY - Michaels Energy
35311,24.240.147.0,"BELOITHEALTHSYSTEM - Beloit Health System, Inc."
35319,24.240.195.0,CLEARENT-CLAYTON - Clearent LLC
35379,24.244.92.0,CCROUTE - ccROUTE Inc.
35390,24.244.112.0,ROGERS-COM-KCTL-AS - Rogers Communications Canada Inc.
35410,24.244.254.0,EDAP - Edaptivity.com Inc
35425,24.245.88.0,"CASSCOMM - Cass Cable TV, Inc."
35537,24.246.114.0,"KP360-GROUP - KNOWLEDGEPOINT360 GROUP, LLC"
35572,24.246.192.0,DIODE-DILLER - Diode Cable Company
35601,24.248.23.0,LFCU - Langley Federal Credit Union
35693,24.248.243.0,BANCFIRST - BancFirst
35803,24.252.172.0,AS-COSMO-INC-5665 - Cosmopolitan Medical Communications
35847,27.0.6.0,SABAHNET-AS-AP APNIC ASN Block
36584,27.34.181.0,"MILLERFORD-AS 150 Orchard Road #06/16, ORchard Plaza"
36590,27.34.189.0,MILLERFORD-SG-THAI Miller Ford Tech Pte Ltd
36592,27.34.191.0,"MILLERFORD-SG 150 Orchard Road #06/16, ORchard Plaza"
37057,27.50.28.0,AS46038
37155,27.54.112.0,AS45687
38133,27.96.0.0,AS45690
38144,27.96.64.0,TOI-AS-AP Toi Ohomai Institute of Technology
38316,27.100.3.0,INSPIREIT-AS-AP Inspire IT Pty Ltd
38318,27.100.7.0,AS56096
38340,27.100.32.0,AS55378
38744,27.111.7.0,MOORECOLLEGE-AS-AP Moore Theological College
38748,27.111.11.0,HTNETWORKS-KH Cambodia DIX(Domestic Internet eXchange)
38830,27.111.127.0,AS17596
38858,27.112.71.0,AS46063
38869,27.112.87.0,AS45084
39219,27.121.87.0,"DASHNET-AS-ID Sumidhaz Permata Bunda, PT"
39237,27.121.112.0,ULTIMA-AS-AP Ultima Computer Systems
39321,27.123.22.0,FUSIONNETWORKS-AS-AP Fusion Networks
39579,27.125.208.0,RCSWA-AU The Rural Clinical School of Western Australia (Head Office)
39613,27.126.158.0,GENOME-MY Malaysia Genome Institute (MGI)
39845,27.131.219.0,IMCCOM-AS-AU IMC Communications P/L. Service Provider Sydney.
40347,27.254.6.0,"UOB-AS-AP UOB Asset Management (Thailand) Co., Ltd."
40605,31.3.4.0,NETSA-AS
40635,31.3.112.0,ESIC
40640,31.3.134.0,EXION
40653,31.3.192.0,KRAEVID
40738,31.6.248.0,MMPSA-AS
40779,31.7.143.0,ARYANSATELLITE
40795,31.7.192.0,XENYA
40819,31.10.16.0,TV-COM-AG
40859,31.12.56.0,SUB-LIR-SN-AS Sub-LIR SN
40939,31.13.184.0,AS202284
40951,31.13.200.0,TELECABLEMK-AS
40972,31.13.240.0,AS204469
40995,31.14.18.0,"IMEDIA-AS Pierre de Coubertin 3-5 office building, etaj 5"
41006,31.14.29.0,AHR-ASN
41049,31.14.160.0,"ANAIS-AS Blvdul Nicolae Caramfil, Nr 71-73"
41052,31.14.163.0,VULCAN-AS Dumitru Brumarescu Nr. 15 Platforma Berceni
41201,31.22.66.0,SVW
41221,31.22.120.0,CONOSTIX
41240,31.24.48.0,VITENS-NET
41247,31.24.80.0,VIBRANT-EU
41293,31.25.6.0,NYNET
41296,31.25.10.0,TEQ
41340,31.25.115.0,FRINGLAND
41365,31.25.198.0,MANORIT-GB-2
41376,31.25.231.0,SYNCOPATE-AS
41501,31.28.22.0,CITYTELECOM-VOIP-MSK-AS
41538,31.29.64.0,HCT-AS
41550,31.29.121.0,SDNUM-SAS
41555,31.29.176.0,COMSTAR-VOLGA-ARZAMAS
41574,31.31.64.0,VAENGA-AS
41596,31.31.144.0,CITYMESH-AS
41626,31.31.223.0,KAZTELEPORT Customers
41627,31.31.224.0,SATT-AS
41669,31.40.112.0,MULTINEX-MIASS-AS
41670,31.40.128.0,MTRIX-ALCHEVSK-AS
41702,31.41.8.0,LEVEL-NET
41710,31.41.23.0,KTASTRA-AS
41711,31.41.24.0,TEPSANET
41714,31.41.48.0,BRDNET-AS
41742,31.41.136.0,TVKWSM-AS
41745,31.41.160.0,ELEKTRON-AS
41751,31.41.176.0,TEOSAT-AS
41764,31.41.224.0,PIVOVAR-AS
41781,31.42.44.0,DINFO-AS
41800,31.42.112.0,OLGATV-AS
41808,31.42.174.0,PODOL-INTELECT-SYSTEM-AS ======) UPSTREAM WNET (======
41809,31.42.176.0,YANINA-UA
41844,31.42.223.0,ASCITYLINE
41934,31.43.192.0,SOTRUDNIK-AS
41936,31.44.0.0,RU-URALPROMSERVICE-AS
41972,31.44.182.0,KOMETA-AS
41998,31.44.223.0,EXTELIA
42001,31.44.244.0,TAKSOFON-AS
42005,31.44.249.0,NETATELYE-AS
42006,31.44.250.0,R-18-AS
42010,31.44.255.0,ALPARI-AS
42013,31.45.241.0,INEM-AS
42018,31.46.23.0,UOLK-AS
42067,31.47.199.0,MASISNET
42151,31.128.64.0,INGOUA-AS
42162,31.128.250.0,ZORYATELECOM-AS
42163,31.128.252.0,OPTICON-AS
42164,31.128.253.0,ITNET-AS
42220,31.129.220.0,OTS-AS
42249,31.130.119.0,TUAPSE-AS
42252,31.130.160.0,ASNELSON
42303,31.131.48.0,UPLUBLIN
42316,31.131.91.0,AS202280
42340,31.131.184.0,DALTECH-AS
42347,31.131.224.0,ASDATAGRAM
42355,31.132.16.0,INTERNET_EXPERT_
42357,31.132.64.0,NEANET-AS
42358,31.132.72.0,STOLITSA-AS
42384,31.133.8.0,ASRTYNENET
42385,31.133.16.0,SSI-NET-AS
42393,31.133.42.0,LEVEL-MSK-AS
42400,31.133.55.0,AS202279
42408,31.133.104.0,SIBSTRIN-AS
42415,31.133.118.0,IT-PRO_POLAND
42417,31.133.120.0,FREEDH-AS
42418,31.133.128.0,IETF-MEETING IETF Meeting Network
42457,31.134.120.0,"SIMNET-UA-AS Kiev, Ukraine"
42459,31.134.192.0,OZ-WEB-AS
42469,31.134.223.0,ASNOVOTNY
42475,31.135.8.0,ASNAVIGATORTV
42476,31.135.16.0,SWIDMAN-AS
42493,31.135.94.0,INTEK-MYTISCHI-AS
42508,31.135.167.0,INM2-AS ul. Traugutta 2
42513,31.135.180.0,TERABIT-AS http://terabit.dn.ua/
42537,31.135.254.0,KSS-TELECOM-AS
42557,31.145.21.0,ACIBADEM-ASN
42581,31.145.60.0,BANKASYA-AS
42600,31.145.88.0,SABIHAGOKCEN-
42623,31.145.122.0,TACIRLER
42670,31.148.0.0,TELEMATE-NET
42671,31.148.1.0,KONNEKTIKA-NET
42672,31.148.2.0,GORODOK-NET
42673,31.148.4.0,ALATYR-AS
42676,31.148.7.0,FOKKS-AS
42680,31.148.11.0,TELEWEST-INET-AS
42685,31.148.20.0,TOBI-AS
42688,31.148.23.0,EUROLINE-TELECOM-AS
42689,31.148.24.0,"ISP, Saratov, Russia."
42692,31.148.28.0,BERSHNET-AS
42693,31.148.30.0,OPTIMA-BANK-AS
42704,31.148.48.0,RAKETA-NET-AS
42711,31.148.97.0,Z-MAX-AS
42712,31.148.98.0,URUZ-AS
42724,31.148.127.0,DIALOG-AS
42738,31.148.151.0,ESCOMTEL-AS
42741,31.148.168.0,AS202353
42742,31.148.169.0,AS202290
42744,31.148.171.0,AS202198
42749,31.148.198.0,EFIR-TV-AS
42750,31.148.200.0,GOTHAMADS-AS
42753,31.148.204.0,BLIZCO-AS
42756,31.148.207.0,MAGICOM-AS
42762,31.148.216.0,LUIS-NN-AS
42763,31.148.217.0,PRIHHOST-AS
42768,31.148.222.0,AS-1AB
42769,31.148.223.0,ARZHI-AS
42773,31.148.245.0,AS204408
43043,31.170.64.0,TESATEL-AS
43155,31.171.210.0,BJN-AS
43165,31.171.243.0,"AITOOD-AS Montana, Bulgaria"
43195,31.172.161.0,ALINTO
43480,31.179.204.0,TRAFCOM_NET
43487,31.179.221.0,PGNIG-ZG_NET
43498,31.179.248.0,SILVERMEDIA
43501,31.179.252.0,CTINET-
43503,31.179.254.0,OPUS_B-AS
43523,31.184.164.0,ARPC
43540,31.184.230.0,TELEMIR-AS
43546,31.184.236.0,BRALU_JURJANU_BIEDRIBA-AS
43653,31.186.88.0,NEANETT-AS
43722,31.187.96.0,SENATOR-32-AS
43741,31.192.64.0,NET-CONNECT
43763,31.192.216.0,INTERIAPL-AS2
43782,31.193.40.0,OAC
43784,31.193.56.0,SECSERVIZI-AS
43800,31.193.119.0,NIMADNET
43808,31.193.184.0,ITERA
43810,31.193.200.0,MOLNDAL-AS
43813,31.193.224.0,HOSTINET_AS
43816,31.193.248.0,BLUERANGE-AS
43949,31.206.32.0,IBM-
44003,31.207.58.0,VB-AK - Vertical Broadband LLC
44016,31.207.96.0,SWB-APB-AS Stadtwerke Bruneck - Pubbliservizi Brunico
44048,31.210.7.0,MONEXT
44205,31.210.244.0,CARRENZA-AS
44240,31.211.31.0,FINDEP-AS
